round,alive_nodes,dead_nodes,residual_energy,energy_consumed_round,throughput_round,cumulative_throughput
472,22,32,3.57644,0.00863,9,12309
473,22,32,3.516112,0.060328,11,12320
474,22,32,3.506205,0.009907,11,12331
475,22,32,3.498202,0.008003,6,12337
476,22,32,3.450892,0.04731,9,12346
477,22,32,3.410388,0.040504,8,12354
478,21,33,3.404998,0.007944,6,12360
479,21,33,3.396933,0.008065,6,12366
480,21,33,3.375601,0.021332,8,12374
481,21,33,3.339873,0.035728,7,12381
482,21,33,3.333482,0.006391,4,12385
483,21,33,3.298937,0.034545,6,12391
484,21,33,3.24408,0.054857,10,12401
485,21,33,3.235643,0.008437,9,12410
486,21,33,3.193681,0.041963,8,12418
487,21,33,3.181744,0.011936,7,12425
488,21,33,3.140553,0.041191,8,12433
489,21,33,3.131595,0.008958,10,12443
490,21,33,3.083165,0.04843,9,12452
491,21,33,3.037256,0.045909,9,12461
492,21,33,3.002477,0.03478,7,12468
493,21,33,2.961636,0.04084,8,12476
494,21,33,2.924509,0.037127,7,12483
495,21,33,2.916523,0.007986,7,12490
496,21,33,2.907364,0.009159,9,12499
497,21,33,2.896836,0.010528,12,12511
498,21,33,2.888387,0.008449,8,12519
499,19,35,2.86865,0.029155,12,12531
500,19,35,2.850933,0.017717,9,12540
501,19,35,2.815946,0.034987,7,12547
502,19,35,2.775952,0.039994,8,12555
503,19,35,2.728738,0.047214,9,12564
504,19,35,2.715669,0.013069,8,12572
505,17,37,2.671009,0.046948,9,12581
506,17,37,2.633169,0.037841,7,12588
507,17,37,2.583928,0.049241,9,12597
508,17,37,2.574513,0.009414,10,12607
509,17,37,2.565584,0.008929,8,12615
510,17,37,2.556439,0.009145,9,12624
511,17,37,2.548958,0.007481,7,12631
512,17,37,2.527904,0.021054,4,12635
513,16,38,2.524614,0.008022,6,12641
514,16,38,2.516938,0.007677,7,12648
515,15,39,2.487395,0.034582,7,12655
516,15,39,2.471986,0.015409,3,12658
517,15,39,2.462945,0.009041,5,12663
